Scraped Locations,Scraped Users,Scraped Reviews,Scraped Ratings,Scraped Dates,Type
Supertree Grove,Igor Chlebda,I was so lucky to make it there in time for the light show! I highly recommend it! There is a little meadow in front of the Super Trees where you can sit down and enjoy the whole thing. It would advise you peeps to come there a bit earlier to secure a nice spot! I was there around 8:20 :)! May the force be with you!,5,5 months ago,Attractions
Supertree Grove,Huong Mobert,"Beautiful scenery, honestly breathtaking. Got lucky and came at a pretty empty time on a Sunday, had a nice breeze going today so it was a great relaxing space.",5,a month ago,Attractions
Supertree Grove,Simriti Bundhoo,"I would advise you to go at night, as that's when the two light shows (one at 19.45 and the other at 20.45) happen. It's a place that sets itself apart as such as a light display followed by an immerive aurora experience is unique and you won't get to see this anywhere else. And it's all for free!",5,2 months ago,Attractions
Supertree Grove,Shaïmaa A,"Absolutely stunning light show! It was magical from start to finish creative, immersive, and beautifully executed. The atmosphere was mesmerizing and the visuals were truly breathtaking. A must-see experience that exceeded all expectations!",5,4 weeks ago,Attractions
Supertree Grove,Gaurav Rathore,"Awesome view in night. A great architecture by Singapore for tourist attraction. Light show is awesome. Walkable distance and beautiful during the walk. Accessible with metro, bus and through Marina bay.",5,4 months ago,Attractions
Supertree Grove,Gab Dilworth,"This was a cool thing to do and see, and the view is great. What clever engineering! More than just vertical gardens offering great views, they also harvest rainwater and solar energy, among other sustainable functions.",4,4 weeks ago,Attractions
Supertree Grove,Lavi Shiffman,"Gardens by the Bay in Singapore is an amazing and beautiful park that shows how you can combine a city with gardens. There are amazing botanical gardens, well-kept plants and flowers, and neat paths that are fun to walk on. The highlight of …",5,6 months ago,Attractions
Supertree Grove,Kai W,Came here for the light show in the evening. Very relaxing and you get to listen to music as the trees display different colours and patterns in time with the music. Atmosphere was really nice and not too crowded so there is always a place to stand or sit (most people sit or lie down). Worth the visit!,5,3 weeks ago,Attractions
Supertree Grove,Archie's Bar,"We visited the supertree grove, which is free and very impressive, especially at night. We also visited the Flower Dome & Cloud Forest, which were great value and well worth the visit, especially the Cloud Forest. It was a lot cooler inside both buildings, which was a nice reprieve from the Singapore heat.",5,2 months ago,Attractions
Supertree Grove,Cameron Hanks Photography,"Such a surreal and beautiful experience. The Supertrees are even more impressive in person, especially at night when they light up during the show. It’s free to walk around, and the atmosphere is really peaceful despite being a popular spot. Definitely a must visit if you’re in Singapore!",5,2 months ago,Attractions
Supertree Grove,Julius Tan,"Especially mesmerising during the recent borealis show, also quite pretty during the light show at night. Admission to the light show is free.",4,a week ago,Attractions
Supertree Grove,Angelo Apilado,"Visiting Supertree Grove was an unforgettable experience! The light and sound show was absolutely mesmerizing – a perfect blend of stunning visuals and music. There were plenty of food and drink options available, making it easy to find …",5,4 months ago,Attractions
Supertree Grove,Red Cullers,"We loved the observation deck. There's a nice cafe up there with coffee and sweets, and the views are incredible. The wind blew up a storm while we were there and the upper deck was closed, but we enjoyed our time on the lower deck.",5,2 months ago,Attractions
Supertree Grove,Alec Tseng,"We visited Supertree Grove on a cloudy morning, and even in daylight, it already felt otherworldly—like walking through a futuristic jungle. People say it looks even more like Avatar at night with the lights on, but honestly, it was already pretty amazing during the day. Such a cool and iconic place!",5,4 months ago,Attractions
Supertree Grove,Taz Tatt,"A Magical Evening at an Iconic Singapore Landmark – Gardens by the Bay

On this trip to Singapore, I made sure to revisit one of the city’s most iconic …",5,3 months ago,Attractions
Supertree Grove,Meenakshi Jain,"Wonderful experience...beautiful amazed..

Night show is also awesome. …",5,2 months ago,Attractions
Supertree Grove,Aniq Ansari,"I visited Gardens by the Bay in July 2025, and it was honestly one of the most magical places I’ve ever seen in Singapore. …",5,2 months ago,Attractions
Supertree Grove,Mohammed Sajid,"🌟 Gardens by the Bay – A Beautiful and Relaxing Experience
The light and sound show at 7:45 PM and 8:45 PM is a lovely experience, with synchronized lights dancing to music in the Supertree Grove. It creates a magical …",4,2 months ago,Attractions
Supertree Grove,Dr. Muskan Sharma,"If there’s one thing you absolutely shouldn’t miss in Singapore, it’s the Supertree Grove at Gardens by the Bay — especially at night. I had the most unforgettable experience watching the light and sound show, and it was nothing short of …",4,3 weeks ago,Attractions
Supertree Grove,jie yong Teo,"Gardens by the Bay’s Supertree Grove is a stunning evening destination—where nature, light, and music create a one-of-a-kind ambiance.
Just steps away, Jussic Food Hall delivers Michelin-quality hawker food in a …",5,2 months ago,Attractions
Supertree Grove,Ravi Shekhar Agrawal,"Super tree are amazing. Observatory is good, gives nice rooftop view. But if u are also planning marina bay rooftop, can skip supertree observatory. Its NOT for light show. However, sky walk at super tree is a must. Try sky walk around …",5,2 months ago,Attractions
Supertree Grove,doni ismondo,"Enjoy rapshody show at 19.45 , and next schedule at 20.45. Make sure u arrived before the time and spare ur time after that,  because its very crowded after show in peak hours (maybe holiday season)",5,a month ago,Attractions
Supertree Grove,Nikhil KH,"A Refreshing Oasis Where Innovation Meets Nature's Embrace
Supertree Grove at Gardens by the Bay is a breathtaking spectacle that redefines the relationship between urban architecture and the natural world. This iconic …",5,2 months ago,Attractions
Supertree Grove,Kaustubh Tripathi,"I visited Gardens by the Bay on a weekday when it was less crowded, and it was absolutely stunning! The futuristic Supertree Grove is breathtaking, with its towering vertical gardens that light up beautifully at night. …",5,4 months ago,Attractions
Supertree Grove,Rajesh Kanna Subbiah,"Very nicely maintained.
Surprice is that no insects or much birds seen in the whole park. Why???
No idea. …",5,2 months ago,Attractions
Supertree Grove,Sanna GRAY,Great place to visit. A lot of interesting facts if you are into a bit of education while on holiday. 😅 …,5,a month ago,Attractions
Supertree Grove,Jo Lee,"The Supertree Grove at Gardens by the Bay in Singapore is a well-known landmark, featuring 18 tree-like vertical gardens. More than just a tourist attraction, these structures serve multiple purposes, including planting, providing shade, …",5,2 months ago,Attractions
Supertree Grove,Heena Kapoor,"Absolutely stunning! The Supertree Grove sound and light show in the evening is a magical experience that shouldn’t be missed. The towering trees come alive with vibrant lights, perfectly choreographed to music, creating a truly mesmerizing …",5,2 months ago,Attractions
Supertree Grove,Carl King,"This is amazing, and must do the OCBC Skyway. The artificial trees are beautiful and amazing views from the walkway. Also try to see it at night all lit up.",5,3 weeks ago,Attractions
